865,2018-12-21 23:33:03,neutral,RT @historylvrsclub: Lyndon B. Johnson howling with his dog Yuki for reporters. 1968 https://t.co/aYsPuuKM4i
865,2018-12-21 23:33:06,positive,RT @trailertrack: IN THE PIPELINE: First Trailer For 'A Dog's Purpose' Sequel #ADogsJourney Landing Very Soon https://t.co/5AwpSLDVS7 https…
865,2018-12-21 23:33:45,neutral,@sharon58642664 @AleZ2016 @Scuzzbopper1969 @andibeth012 I agree Sharon.Ale handled himself well. I had to hold myse… https://t.co/esK9Ir1lFR
865,2018-12-21 23:35:59,neutral,RT @ALONESTAR1: @SkylaJohnston That’s my Daughter Skylas Dog Bella xx 😘 how are you?
865,2018-12-21 23:36:47,negative,"RT @NonnyHay: Today, in London I saw many homeless people, cold, thin, hungry. I saw  the flowers laid for Gyula Remes, 43 years old, homel…"
865,2018-12-21 23:36:47,negative,@WorldAnimalNews Typical Barcelona police. They are the biggest cowards in Europe. The way they treat travelling fo… https://t.co/jE94Uuna5F
865,2018-12-21 23:36:53,positive,Plus own a dog called Jeffery or Lionel
866,2018-12-21 23:38:23,neutral,"RT @adrienne_ldn: 🙄🙄🙄 Please do not post BS on the internet about ‘earning food’ by exercising. You are not a dog, food is not a reward."
866,2018-12-21 23:38:49,neutral,RT @SabineSabine118: @sharon58642664 @AleZ2016 @Scuzzbopper1969 @andibeth012 I agree Sharon.Ale handled himself well. I had to hold myself…
866,2018-12-21 23:40:19,positive,First. 1st. Top dog. Numero uno. We are already number one. You will find no better example of Bannon backed unicor… https://t.co/Scy6tRWwQb
866,2018-12-21 23:40:27,neutral,BREAKING: Chris Packham has started following my dog’s instagram account https://t.co/KCCwHB3Q81
866,2018-12-21 23:41:42,negative,"RT @NonnyHay: Today, in London I saw many homeless people, cold, thin, hungry. I saw  the flowers laid for Gyula Remes, 43 years old, homel…"
866,2018-12-21 23:41:52,neutral,@talkSPORT Mufc are not on the up and @Carra23 should do a double act with spit the dog
867,2018-12-21 23:42:27,positive,RT @Sexyvamp2016: Rip my best friend Max died in my arms this morning on the way to the vets!!I will never forget you my best friend love y…
867,2018-12-21 23:42:55,negative,@WorldAnimalNews The cowardly policeman needs to be identified and named and shamed. He was the one who killed the… https://t.co/1dfsVLEDMV
867,2018-12-21 23:43:58,neutral,"RT @gastanuke: Questa cosa che il segretario alla difesa degli stati uniti se ne vada e' incredibile.
Ma ancora piu' incredibile e' che il…"
867,2018-12-21 23:44:22,neutral,RT @mzrgan: I dont want a dog to eat my face charlie
867,2018-12-21 23:44:36,positive,@AfFromDaEast The dog is cute though 😩
867,2018-12-21 23:45:26,positive,@poprocksandkate I have an unlimited supply of beer and also I can write off a surprisingly large amount of tequila… https://t.co/tELOlMNOmk
867,2018-12-21 23:45:50,negative,@samatlounge Go for it. We said we'd never have another dog after my little Chihuahua. Partly because he was so spe… https://t.co/NWfkCqOHHb
867,2018-12-21 23:46:04,positive,RT @lifeofkors: @AfFromDaEast The dog is cute though 😩
867,2018-12-21 23:46:18,negative,"RT @NonnyHay: Today, in London I saw many homeless people, cold, thin, hungry. I saw  the flowers laid for Gyula Remes, 43 years old, homel…"
867,2018-12-21 23:46:55,negative,RT @OzzyBlue01: @WorldAnimalNews The cowardly policeman needs to be identified and named and shamed. He was the one who killed the dog. He…
868,2018-12-21 23:47:06,negative,RT @OzzyBlue01: @WorldAnimalNews Typical Barcelona police. They are the biggest cowards in Europe. The way they treat travelling football f…
868,2018-12-21 23:47:37,negative,RT @SabineSabine118: 🆘🆘🆘IMMINENT MURDER OF THIS PITIFULLY EMACIATED DOG🆘🆘🆘SEE DETAILS BELOW🆘🆘🆘RT TO SAVE THIS POOR DOG https://t.co/ZW5ONS4…
868,2018-12-21 23:48:02,positive,We attakz da hooman tonite! He captured Kallik and put him in a love hold! #dog #dogs #mydog #pets #cutepets… https://t.co/1W7sI8Kn5Q
868,2018-12-21 23:48:10,positive,"RT @DogsTrust: Happy Friday from Poppy! 🌺
This gorgeous girl is looking for an experienced owner with the energy to keep up with her &amp; the…"
868,2018-12-21 23:48:19,neutral,The Sausage Dog Christmas Jumper Walk https://t.co/bSO4Ih5rUk
868,2018-12-21 23:48:38,positive,RT @whatgearreviews: Check out my latest video! #Robot Vs #Dog featuring @anki #Vector which one will you get for Xmas...hint : one of them…
