1297,2018-12-28 06:39:01,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1298,2018-12-28 06:41:41,neutral,@politicalrussef @alllibertynews @DarelBoyer @ProLifeLiberty @claytrainor @AnarchoXP @LPNational @AynRandInst… https://t.co/0OxHucwOyx
1298,2018-12-28 06:42:27,neutral,@0FIC0NOCLAST :/ You are a dog doll.
1298,2018-12-28 06:42:30,positive,"RT @DogsTrust: Mental stimulation is just as important as physical exercise, and your dog will be more relaxed if they have worked their br…"
1298,2018-12-28 06:42:58,positive,@Paisano @flintbedrock @graca5683 So quite like being gay and wanting a wedding cake in Colorado then? Payment decl… https://t.co/TYdOQoj6Tp
1298,2018-12-28 06:43:44,positive,@_3AMPM_ Well dog heart is not a place for God to live in .. that status is only granted to human .. try loving a human
1298,2018-12-28 06:45:21,positive,"""Outside of a dog, a book is mans best friend Inside of a dog its too dark to read"" -Groucho Marx #quote"
1299,2018-12-28 06:46:33,neutral,RT @VeganAlpha: @politicalrussef @alllibertynews @DarelBoyer @ProLifeLiberty @claytrainor @AnarchoXP @LPNational @AynRandInst @AynRandOrg @…
1299,2018-12-28 06:47:43,neutral,RT @BBCNews: Hundreds offer to rehome Snoop the abandoned dog https://t.co/88bD1unUnC
1299,2018-12-28 06:47:55,negative,@0FIC0NOCLAST :/ Half human-half dog then.
1299,2018-12-28 06:48:41,neutral,"@abpnewshindi Kick him out, these power hungry creeps. During rallies they call themselves public servant, but figh… https://t.co/BFK0NadlZp"
1300,2018-12-28 06:54:11,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1300,2018-12-28 06:55:12,positive,"RT @DogsTrust: Mental stimulation is just as important as physical exercise, and your dog will be more relaxed if they have worked their br…"
1301,2018-12-28 06:58:23,neutral,@Thundercat Bet I’m getting my passport this year. You hook me up with a flight and I’m their dog
1301,2018-12-28 07:00:00,positive,Some #men can be absolute #dogs with no notion of #empathy By the same token some #women are #ice_maidens of feckin… https://t.co/Z9dVLm6s5H
1301,2018-12-28 07:00:11,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1301,2018-12-28 07:00:20,neutral,"@Hrawli @fkphone You can have the dog H, I want all of those skateboards! ❤️❤️❤️❤️❤️👍❤️❤️❤️❤️"
1302,2018-12-28 07:02:04,neutral,"RT @GMB: Thousands of people have offered to take in abandoned dog Snoop, after he was seen on CCTV being dumped on the roadside ❤️ https:/…"
1302,2018-12-28 07:02:14,positive,RT @janlin40: Lovely dog found and handed into White Cross Vets Northampton https://t.co/IoccBs5rwQ
1302,2018-12-28 07:05:12,positive,RT @Carlos_Diaz_Art: Some #men can be absolute #dogs with no notion of #empathy By the same token some #women are #ice_maidens of feckin’ #…
1302,2018-12-28 07:05:28,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1303,2018-12-28 07:06:00,positive,Our fire investigation dog Sherlock wants Londoners to test their smoke alarms this festive season. If you have a e… https://t.co/JAuebmEZLQ
1303,2018-12-28 07:06:15,neutral,@cmclymer With only 2 accessories as options they would have to be my camera 🎥 and @BodumWorld French press travel… https://t.co/qR66OLCGDe
1303,2018-12-28 07:06:15,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
1303,2018-12-28 07:06:20,positive,"RT @DogsTrust: It's double trouble at @DT_Darlington as these lovely boys, both named Bruno, are each looking for their own forever home.…"
1303,2018-12-28 07:07:08,positive,"RT @DogsTrust: Mental stimulation is just as important as physical exercise, and your dog will be more relaxed if they have worked their br…"
1303,2018-12-28 07:07:19,negative,RT @cjdemooi: Found this lost dog toy in the field at the back of my house. So sad 🐶 https://t.co/0tj9MNdSBU
1303,2018-12-28 07:08:29,positive,RT @LondonFire: Our fire investigation dog Sherlock wants Londoners to test their smoke alarms this festive season. If you have a elderly o…
1303,2018-12-28 07:09:05,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1304,2018-12-28 07:13:24,neutral,"RT @DogsTrust: If we've said it once, we've said it a thousand times... a dog is for life, not just for Christmas® 🎄🎁🚫🐶

Here are just 5 re…"
1304,2018-12-28 07:14:34,positive,"RT @DogsTrust: Mental stimulation is just as important as physical exercise, and your dog will be more relaxed if they have worked their br…"
1304,2018-12-28 07:14:57,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1304,2018-12-28 07:15:03,positive,RT @LondonFire: Our fire investigation dog Sherlock wants Londoners to test their smoke alarms this festive season. If you have a elderly o…
1305,2018-12-28 07:15:46,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1305,2018-12-28 07:18:31,neutral,#NewProfilePic https://t.co/jH5OVIBhTa
1305,2018-12-28 07:19:19,negative,"RT @GMB: There's been an outpouring of support for poor Snoop, who was captured on CCTV chasing his owner's car after they dumped him on th…"
1305,2018-12-28 07:19:38,positive,Download this app. I can clear the unfollowers from this ANDROİD app .1534 https://t.co/Nr12zQym2g
1306,2018-12-28 07:20:48,positive,"RT @GMB: We're sure Snoop, the abandoned dog, will get the love he deserves very soon! ❤️ https://t.co/SNhuPK2D8Z https://t.co/6OLZfSXPQN"
1307,2018-12-28 07:27:15,positive,"RT @DogsTrust: It's double trouble at @DT_Darlington as these lovely boys, both named Bruno, are each looking for their own forever home.…"
1307,2018-12-28 07:28:48,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
1307,2018-12-28 07:30:09,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
1308,2018-12-28 07:30:56,neutral,RT @Emiddled: UK Parliament: #Rupertslaw Re-introduce Dog Licene into U.K. and Northern Ireland - Sign the Petition! https://t.co/UTXRq00i9…
1308,2018-12-28 07:31:49,negative,"@CCriticalDev @JayceGalloway @Eddieslayerx dog, i'm actually serious i don't scam eddie, david and jay can vouch fo… https://t.co/0Pf3tdMUBe"
1308,2018-12-28 07:33:32,positive,"RT @prizedeck: How do you check your home when you're out &amp; about?

Follow &amp; RT for your chance to WIN a Clever Dog WIFI Camera!
Terms Appl…"
