433,2018-12-25 06:24:07,neutral,"RT @SkyNews: The RSPCA has launched an investigation after a man was captured on CCTV abandoning a dog from a car in Stoke-on-Trent.

For m…"
433,2018-12-25 06:25:40,neutral,RT @IanJSinclair: Compare and contrast the Guardian's fawning editorial on James Mattis https://t.co/A9HxUTD1GH with the @M_Star_Online's…
433,2018-12-25 06:25:52,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
434,2018-12-25 06:27:05,neutral,"RT @KayBurley: Loyalty of the dog, deceit of the man https://t.co/EkF5cRkiCa"
434,2018-12-25 06:28:38,neutral,RT @Daily_Star: Tributes have been paid to the hero police dog Cigo #Wellington #K9Cigo https://t.co/68GSKCBl7K https://t.co/Wt90mjeIrc
434,2018-12-25 06:28:59,neutral,RT @tanny_mann: Heartbreaking moment dog chases after owner who dumped him in street and drove off https://t.co/kpAX9crTeu
434,2018-12-25 06:29:14,negative,RT @SkyNews: Dog tries to follow owner after being abandoned at roadside https://t.co/vvsmfJ6xAZ
434,2018-12-25 06:29:33,neutral,RT @BrandTaylor: Daisy the dog STOLEN from our wine shop friends @DVineCellars in South London today by this woman. Please RT @GabyRoslin @…
434,2018-12-25 06:29:57,positive,RT @domisatwit: Happy Christmas!!! Earlier start than I was planning on. Our dog decided to do a Christmas 💩 in her bed at 5am and then sta…
434,2018-12-25 06:30:25,neutral,"RT @SkyNews: The RSPCA has launched an investigation after a man was captured on CCTV abandoning a dog from a car in Stoke-on-Trent.

For m…"
434,2018-12-25 06:30:40,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
435,2018-12-25 06:32:55,neutral,RT @SkyNews: Heartbreaking footage of a dog being abandoned by the roadside has been released by the RSPCA https://t.co/KUpvNms3xY
435,2018-12-25 06:34:27,neutral,RT @Sxma__El: Dog filter covers 50% of your face and you're still clapt ?
435,2018-12-25 06:35:14,negative,"RT @ajcdeane: Heartbreaking

-

Dog tries to follow owner after being abandoned at roadside - Sky News https://t.co/008CIxStWM"
435,2018-12-25 06:35:47,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
435,2018-12-25 06:35:55,neutral,"RT @SkyNews: The RSPCA has launched an investigation after a man was captured on CCTV abandoning a dog from a car in Stoke-on-Trent.

For m…"
436,2018-12-25 06:38:13,neutral,"RT @SkyNews: The RSPCA has launched an investigation after a man was captured on CCTV abandoning a dog from a car in Stoke-on-Trent.

For m…"
436,2018-12-25 06:38:39,neutral,"RT @enzolenes: N soltem fogos rapaziada, os dog agradece"
436,2018-12-25 06:39:34,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
436,2018-12-25 06:40:21,positive,When a dog exhibits this kind of behaviour the most humane thing to do is put it down https://t.co/taQ5oHpk5L
437,2018-12-25 06:43:24,neutral,"RT @SkyNews: The RSPCA has launched an investigation after a man was captured on CCTV abandoning a dog from a car in Stoke-on-Trent.

For m…"
437,2018-12-25 06:44:49,negative,"@DisneyDadsUK @SkyNews Totally agree. This poor little dog is probably being replaced with a new puppy today,   😢"
437,2018-12-25 06:44:54,positive,RT @Independent: CCTV shows moment dog is abandoned at side of road right before Christmas https://t.co/eWLewvUr2A
438,2018-12-25 06:46:55,neutral,"RT @SkyNews: The RSPCA has launched an investigation after a man was captured on CCTV abandoning a dog from a car in Stoke-on-Trent.

For m…"
438,2018-12-25 06:47:42,positive,@GwynethHarris @DisneyDadsUK @SkyNews @afneil I totally agree about @afneil such a wonderful gesture that he reache… https://t.co/Mc42Pp4sNg
